2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Action,1
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Sports,2
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Action,3
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Action,4
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Action,5
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Action,6
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Action,7
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Action,8
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Sports,9
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Action,10
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Action,11
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Action,12
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Action,13
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Action,14
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Sports,15
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Action,16
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Action,17
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Action,18
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Action,19
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Action,20
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Action,21
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Action,22
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Action,23
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Action,24
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Action,25
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Action,26
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Action,27
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Action,28
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Driving,29
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Action,30
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Action,31
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Action,32
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Action,33
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Action,34
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Action,35
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Action,36
2019-04-09 16,28,36.204 13666-13666/com.example.myapplication D/rag1,Action,37
2019-04-09 16,28,36.205 13666-13666/com.example.myapplication D/rag1,Driving,38
2019-04-09 16,28,36.205 13666-13666/com.example.myapplication D/rag1,Action,39
2019-04-09 16,28,36.205 13666-13666/com.example.myapplication D/rag1,Action,40
2019-04-09 16,28,36.205 13666-13666/com.example.myapplication D/rag1,Action,41
2019-04-09 16,28,36.205 13666-13666/com.example.myapplication D/rag1,Puzzle,42
2019-04-09 16,28,36.205 13666-13666/com.example.myapplication D/rag1,Sports,43
