,Title,Year,Publisher,Genre,Platform,Metascore,Avg_Userscore,No_Players
1794,Need for Speed: Underground,2003,BlackBox,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PC,82,8.3,4-Jan
1795,TrackMania Sunrise,2005,Nadeo,Driving;Racing;Arcade;Arcade;Automobile,PC,82,8.6,32  Online
1796,King's Quest Chapter 1: A Knight to Remember,2015,TheOddGentlemen,Adventure;General,PC,82,7.3,not specified
1797,Ape Escape 2,2003,SCEJapanStudio,Action;Platformer;3D,PlayStation2,82,8.4,1 Player
1798,Viva Pinata: Pocket Paradise,2008,RareLtd.,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,DS,82,7.2,2  Online
1799,Skullgirls,2012,RevergeLabs,Action;Fighting;Fighting;2D;2D,PlayStation3,82,7.1,not specified
1800,PixelJunk Shooter 2,2011,Q-Games,Action;General;Shooter;Shooter;Static;Static;Shoot-'Em-Up;Top-Down,PlayStation3,82,7.6,not specified
1801,The Elder Scrolls V: Skyrim - Dragonborn,2012,BethesdaGameStudios,Role-Playing;First-Person;First-Person;Western-Style,Xbox360,82,8.1,not specified
1802,Galak-Z: The Dimensional,2015,17-Bit,General;Shooter;Scrolling;Scrolling;Action;Shooter;Shoot-'Em-Up;Vertical,PlayStation4,82,7.2,not specified
1803,Sportsfriends,2014,DieGuteFabrik,Sports;Miscellaneous;General;Party;Party / Minigame,PlayStation4,82,6.3,not specified
1804,Dragon Age II,2011,BioWare,Role-Playing;PC-style RPG;Action RPG,PC,82,4.5,No Online Multiplayer
1805,10 Second Ninja X,2016,GameDesignDan,Action;Platformer;2D,XboxOne,82,4.5,not specified
1806,Endless Legend,2014,AmplitudeStudios,Strategy;Turn-Based;General;4X,PC,82,7.9,Online Multiplayer
1807,Virtua Fighter 5: Final Showdown,2012,SegaAM2,Action;Fighting;Fighting;3D;3D,PlayStation3,82,6.2,not specified
1808,Skylanders: Spyro's Adventure,2011,VicariousVisions,Action;Platformer;Platformer;3D;3D,3DS,82,4.9,not specified
1809,Trauma Team,2010,Atlus,Action;Simulation;Miscellaneous;General;Puzzle;General;Virtual;General;Career,Wii,82,8.7,not specified
1810,Henry Hatsworth in the Puzzling Adventure,2009,EATiburon,Action;Platformer;Platformer;2D;2D,DS,82,8,1 Player
1811,SOCOM 3: U.S. Navy SEALs,2005,ZipperInteractive,Action;Shooter;Third-Person;Tactical;Modern,PlayStation2,82,8.8,32  Online
1812,Dance Dance Revolution Ultramix,2003,KonamiComputerEntertainmentHawaii,Miscellaneous;Rhythm;Dancing,Xbox,82,8.8,4-Jan
1813,Gladius,2003,LucasArts,Strategy;Turn-Based;Fantasy,GameCube,82,7.9,4-Jan
1814,Tom Clancy's Ghost Recon: Island Thunder,2002,RedStormEntertainment,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PC,82,8.3,not specified
1815,FIFA Soccer 2002,2001,EASports,Sports;Traditional;Soccer;Sim,PlayStation2,82,6.3,8-Jan
1816,Extreme-G,1997,ProbeEntertainmentLimited,Driving;Racing;Futuristic,Nintendo64,82,8.4,4-Jan
1817,S.T.A.L.K.E.R.: Shadow of Chernobyl,2007,GSCGameWorld,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,82,8.5,Online Multiplayer
1818,Far Cry 5,2018,UbisoftMontreal,Action;Shooter;First-Person;Arcade,XboxOne,82,6.7,Up to 12 
1819,Mario + Rabbids: Kingdom Battle - Donkey Kong Adventure,2018,UbisoftMilan,Strategy;Turn-Based;Tactics,Switch,82,8.1,not specified
1820,Okamiden,2011,Capcom,Action Adventure;Fantasy;General;Fantasy,DS,82,8.2,not specified
1821,Space Invaders Extreme 2,2009,TaitoCorporation,Action;Shooter;Shooter;Scrolling;Scrolling;Shoot-'Em-Up;Vertical,DS,82,7.1,not specified
1822,The Evil Within 2,2017,TangoGameworks,Action Adventure;Survival,XboxOne,82,9.2,not specified
1823,Condemned 2: Bloodshot,2008,MonolithProductions,Action Adventure;Horror;Horror;Survival,PlayStation3,82,8.1,Up to 8 
1824,Kero Blaster,2014,StudioPixel,General;Action;Platformer;Shooter;2D;Scrolling;Shoot-'Em-Up;Vertical,PC,82,7.2,No Online Multiplayer
1825,Skullgirls: 2nd Encore,2015,LabZeroGames,Action;Fighting;2D,PlayStation4,82,7.5,2
1826,"Invisible, Inc. Console Edition",2016,KleiEntertainment,General;Strategy;Turn-Based;Tactics,PlayStation4,82,7,not specified
1827,Monday Night Combat,2011,UberEntertainment,Action;Shooter;Shooter;Third-Person;Modern;Modern;Arcade,PC,82,7.3,1 Player
1828,The Elder Scrolls V: Skyrim Special Edition,2016,BethesdaGameStudios,Role-Playing;Western-Style,XboxOne,82,7.2,No Online Multiplayer
1829,VIDEOBALL,2016,ActionButtonEntertainment,Sports;General,PC,82,7.3,not specified
1830,Gunman Clive,2013,HorbergProductions,Action;General;Platformer;2D,3DS,82,8.2,not specified
1831,The Wolf Among Us: Episode 3 - A Crooked Mile,2014,TelltaleGames,Fantasy;Action Adventure;Adventure;General;Fantasy;Point-and-Click,PC,82,8.6,not specified
1832,The Chronicles of Riddick: Assault on Dark Athena,2009,Starbreeze,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,82,8.1,12  Online
1833,Slime-san,2017,Fabraz,Action Adventure;Linear,Switch,82,8.4,not specified
1834,Pro Evolution Soccer 2013,2012,Konami,Sports;Traditional;Team;Soccer;Sim;Sim,PlayStation3,82,6.8,not specified
1835,X-Men Legends,2004,RavenSoftware,Role-Playing;Action RPG,Xbox,82,8,4-Jan
1836,XCOM: Enemy Unknown Plus,2016,FiraxisGames,Strategy;Turn-Based;General,PlayStationVita,82,8,not specified
1837,The Lord of the Rings: The Two Towers,2002,StormfrontStudios,Action;Beat-'Em-Up,GameCube,82,8.4,1 Player
1838,Sega GT 2002,2002,WowEntertainment,Driving;Racing;GT / Street,Xbox,82,7.8,2-Jan
1839,Airborne Assault: Red Devils Over Arnhem,2002,PantherGames,Strategy;Wargame;Turn-Based,PC,82,7.4,2-Jan
1840,Tekken Advance,2002,Eighting/Raizing,Action;Fighting;3D,GameBoyAdvance,82,7.9,not specified
1841,Crazy Taxi 2,2001,Hitmaker,Driving;Racing;Arcade,Dreamcast,82,8.2,not specified
1842,Fallout Tactics: Brotherhood of Steel,2001,14DegreesEast,Role-Playing;Action RPG;Action RPG,PC,82,7.7,not specified
1843,Ogre Battle 64,2000,Quest,Strategy;Turn-Based;Fantasy,Nintendo64,82,8.9,1 Player
1844,Sonic Rush,2005,"DimpsCorporation,SonicTeam",Action;Platformer;Platformer;2D;2D,DS,82,8.4,No Online Multiplayer
1845,Need for Speed: Underground 2,2004,EACanada,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PC,82,8.6,No Online Multiplayer
1846,The Lion's Song,2018,Mi'pu'miGames,Adventure;Point-and-Click,Switch,82,tbd,No Online Multiplayer
1847,Art of Balance Touch!,2012,Shin'en,Miscellaneous;Puzzle;General;Puzzle;General,3DS,82,7.5,not specified
1848,NHL Eastside Hockey Manager 2005,2005,SportsInteractive,Sports;Traditional;Team;Ice Hockey;Management;Sim,PC,82,6.6,1 Player
1849,Legend of Grimrock,2012,AlmostHuman,Role-Playing;General;General,PC,82,8.1,not specified
1850,College Hoops 2K6,2005,2KSports,Sports;Traditional;Basketball;Sim,Xbox,82,8.4,2  Online
1851,Dominions 3: The Awakening,2006,IllwinterDesignGroup,Strategy;Turn-Based;Fantasy;General;Fantasy,PC,82,8.1,1 Player
1852,NyxQuest: Kindred Spirits,2009,OvertheTopGames,Action;Platformer;Platformer;2D;2D,Wii,82,8.7,2-Jan
1853,Prince of Persia Classic,2007,Gameloft,Action;Adventure;Platformer;General;2D,Xbox360,82,7.1,1 Player
1854,Star Fox Adventures,2002,RareLtd.,Action Adventure;Sci-Fi,GameCube,82,7.9,1 Player
1855,Fallout 3: Broken Steel,2009,BethesdaGameStudios,Role-Playing;First-Person;First-Person;General;Western-Style,Xbox360,82,8.4,1 Player
1856,GRID 2,2013,Codemasters,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PlayStation3,82,6.6,not specified
1857,Tekken 6,2009,"NamcoBandaiGamesAmerica,NamcoBandaiGames",Action;Fighting;Fighting;3D;3D,PSP,82,8.2,2-Jan
1858,Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free,2008,TelltaleGames,Miscellaneous;Adventure;General;Compilation,Wii,82,7.9,1 Player
1859,Mario Kart Wii,2008,Nintendo,Driving;Racing;Arcade;Kart;Kart;Automobile,Wii,82,8.3,Up to 12 
1860,College Hoops 2K8,2007,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,PlayStation3,82,5.2,10  Online
1861,Desktop Dungeons,2010,QCFDesign,General;Role-Playing;General;Roguelike,PC,82,8.1,not specified
1862,Dragon's Crown,2013,Vanillaware,Role-Playing;Action RPG;Action;Beat-'Em-Up;Beat-'Em-Up;2D,PlayStation3,82,8.4,Up to 4 
1863,Crusader Kings II,2012,ParadoxDevelopmentStudio,Strategy;Real-Time;Historic;General;Historic,PC,82,8.7,Online Multiplayer
1864,Art Academy: Home Studio,2015,HeadstrongGames,Miscellaneous;Edutainment,WiiU,82,7.9,not specified
1865,Europa 1400: The Guild,2002,4HeadStudios,Strategy;Real-Time;Historic;General;Historic,PC,82,8.7,8-Jan
1866,V-Rally 3,2002,EdenStudios,Driving;Racing;Rally / Offroad,PlayStation2,82,7.6,4-Jan
1867,Battle Realms,2001,LiquidEntertainment,Strategy;Real-Time;Fantasy;General;Fantasy,PC,82,8.6,8-Jan
1868,Warlords Battlecry,2000,StrategicStudiesGroup,Strategy;General;General,PC,82,8,6-Jan
1869,Shin Megami Tensei: Digital Devil Saga 2,2005,AtlusCo.,Role-Playing;Console-style RPG,PlayStation2,82,7.9,1 Player
1870,Sam & Max Episode 201: Ice Station Santa,2007,TelltaleGames,Adventure;General;3D;Point-and-Click;Third-Person,PC,82,8.5,1 Player
1871,Halo: Combat Evolved Anniversary,2011,343Industries,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,82,8.2,not specified
1872,Major League Baseball 2K5,2005,KushGames,Sports;Traditional;Baseball;Sim,PlayStation2,82,7.4,2  Online
1873,SOCOM: U.S. Navy SEALs Fireteam Bravo,2005,ZipperInteractive,Action;Shooter;Shooter;Third-Person;Tactical;Modern;Modern,PSP,82,8.6,16  Online
1874,Semblance,2018,Nyamakop,Action;Platformer;2D,PC,82,tbd,No Online Multiplayer
1875,Art Style: ORBIENT,2008,Nintendo,Miscellaneous;Puzzle;Puzzle;General;Puzzle;General,Wii,82,8.2,1 Player
1876,Kingdom Hearts: Birth by Sleep,2010,SquareEnix,Role-Playing;Action RPG;Action RPG,PSP,82,8.5,No Online Multiplayer
1877,The Last Guardian,2016,SCEJapanStudio,Fantasy;Fantasy;Action Adventure;Linear,PlayStation4,82,8.2,No Online Multiplayer
1878,Technobabylon,2015,Technocrat,Adventure;General;Point-and-Click,PC,82,7.7,not specified
1879,Madden NFL 09 All-Play,2008,EATiburon,Sports;Traditional;Team;Football;Sim;Sim,Wii,82,7.2,2  Online
1880,Shin Megami Tensei: Nocturne,2004,AtlusCo.,Role-Playing;Console-style RPG,PlayStation2,82,8.8,1 Player
1881,World of Warcraft: Mists of Pandaria,2012,BlizzardEntertainment,Fantasy;Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy,PC,82,4.9,Massively Multiplayer
1882,Recettear: An Item Shop's Tale,2010,EasyGameStation,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,PC,82,8.7,not specified
1883,Harvest Moon: More Friends of Mineral Town,2005,TOSE,Strategy;Breeding/Constructing,GameBoyAdvance,82,8.6,1 Player
1884,Need for Speed Underground 2,2004,EACanada,Driving;Racing;GT / Street,PlayStation2,82,8.7,6  Online
1885,ETHER One,2014,WhitePaperGames,General;Adventure;General;3D;First-Person,PC,82,6.9,not specified
1886,BlazBlue: Calamity Trigger Portable,2010,ArcSystemWorks,Action;Fighting;Fighting;2D;2D,PSP,82,7.8,not specified
1887,Midnight Club: Los Angeles,2008,RockstarSanDiego,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PlayStation3,82,8.5,Up to 16 
1888,The Vanishing of Ethan Carter,2014,TheAstronauts,Miscellaneous;Adventure;General;3D;First-Person,PC,82,8.1,No Online Multiplayer
1889,Flight Simulator X: Acceleration,2007,MicrosoftGameStudios,Simulation;Flight;Modern Jet;Combat,PC,82,7.3,not specified
1890,Far Cry 3: Blood Dragon,2013,UbisoftMontreal,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PlayStation3,82,8.2,not specified
1891,Splatoon 2: Octo Expansion,2018,Nintendo,Action;Shooter;Third-Person;Arcade,Switch,82,8.3,not specified
1892,Borderlands: The Zombie Island of Dr. Ned,2009,GearboxSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PlayStation3,82,7.5,4  Online
1893,Etrian Odyssey II: Heroes of Lagaard,2008,Atlus,Role-Playing;First-Person;First-Person;Western-Style,DS,82,8.3,No Online Multiplayer
1894,Blood,1997,MonolithProductions,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,82,8.9,8-Jan
1895,Duelyst,2016,CounterplayGames,Fantasy;Strategy;Turn-Based;General,PC,82,7.7,Online Multiplayer
1896,Warhammer: Vermintide 2,2018,"FatsharkAB,Fatshark",Action;Shooter;First-Person;Arcade,PC,82,7.4,Up to 4 
1897,Command & Conquer: Red Alert 3,2008,EALA,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,82,6.8,No Online Multiplayer
1898,NCAA March Madness 2004,2003,NuFX,Sports;Traditional;Basketball;Sim,PlayStation2,82,8.8,2-Jan
1899,Links 2003,2002,MicrosoftGameStudios,Sports;Traditional;Golf;Sim,PC,82,6.8,not specified
1900,Earth & Beyond,2002,WestwoodStudios,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Sci-Fi;Sci-Fi,PC,82,7.1,Massively Multiplayer
1901,Syberia,2002,Microids,Adventure;3D;Fantasy;Third-Person;Fantasy,PC,82,8.5,No Online Multiplayer
1902,Virtual Pool 3,2000,Celeris,Sports;Miscellaneous;Parlor;Individual;Billiards;Billiards,PC,82,7.1,4-Jan
1903,The Sims: Livin' Large,2000,Maxis,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,PC,82,6.9,1 Player
1904,Sonic the Hedgehog 2,2007,"Sega,BackboneEntertainment",Action;Platformer;Platformer;2D;2D,Xbox360,82,8.8,2  Online
1905,MLB The Show 18,2018,SonyInteractiveEntertainment,Sports;Team;Baseball;Sim,PlayStation4,82,6.2,Up to 8 
1906,DCS: Black Shark,2009,EagleDynamics,Simulation;Flight;Helicopter;Helicopter;Civilian,PC,82,8.6,not specified
1907,Pro Evolution Soccer 2010,2009,Konami,Sports;Traditional;Team;Football;Soccer;Sim;Sim;Sim,Wii,82,8.1,not specified
1908,ModNation Racers,2010,UnitedFrontGames,Driving;Racing;Arcade;Kart;Other;Kart,PlayStation3,82,8.5,12  Online
1909,Soul Sacrifice Delta,2014,SCEJapanStudio,Role-Playing;Action RPG,PlayStationVita,82,8.5,Up to 4 
1910,King's Bounty: Armored Princess,2009,KatauriInteractive,Role-Playing;Strategy;Turn-Based;General;General,PC,82,8.6,not specified
1911,Captain Toad: Treasure Tracker,2018,"NintendoEADTokyo,NintendoSoftwareTechnology",Action;Platformer;3D,Switch,82,7.9,2
1912,Toki Tori,2018,TwoTribes,Puzzle;Action,Switch,82,7.1,No Online Multiplayer
1913,Azure Striker Gunvolt: Striker Pack,2017,IntiCreates,Miscellaneous;Compilation,Switch,82,7.1,No Online Multiplayer
1914,Rock Band Rivals,2016,HarmonixMusicSystems,Action;Rhythm;Music,XboxOne,82,6.6,not specified
1915,Age of Wonders III - Golden Realms,2014,TriumphStudios,Fantasy;Strategy;Turn-Based;General,PC,82,8.6,not specified
1916,Enslaved: Odyssey to the West,2010,NinjaTheory,Action Adventure;Modern;General;Modern,Xbox360,82,7.8,No Online Multiplayer
1917,Halo Wars,2009,EnsembleStudios,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,Xbox360,82,7.3,6  Online
1918,PixelJunk Monsters Encore,2008,Q-Games,Strategy;Real-Time;Fantasy;Fantasy;Defense,PlayStation3,82,7.8,2  Online
1919,Joint Operations: Typhoon Rising,2004,NovaLogic,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PC,82,8.7,64+  Online
1920,MotorStorm: Pacific Rift,2008,EvolutionStudios,Driving;Racing;Simulation;Rally / Offroad;Rally / Offroad;Automobile,PlayStation3,82,8,12  Online
1921,Xpand Rally,2006,Techland,Driving;Racing;Simulation;Rally / Offroad;Rally / Offroad;Automobile,PC,82,7.5,4-Jan
1922,The Walking Dead: Episode 4 - Around Every Corner,2012,TelltaleGames,Miscellaneous;Adventure;General;Compilation;Point-and-Click,Xbox360,82,8.3,not specified
1923,Shantae: Half-Genie Hero,2017,WayForward,Action;Platformer;2D,Switch,82,7.5,No Online Multiplayer
1924,Disgaea 4: A Promise Revisited,2014,NipponIchiSoftware,Fantasy;Strategy;Turn-Based;Fantasy;Tactics,PlayStationVita,82,8.1,No Online Multiplayer
1925,Celtic Kings: Rage of War,2002,"Haemimont,HaemimontGames",Strategy;Real-Time;Historic;General;Historic,PC,82,8.2,8-Jan
1926,ATV Offroad Fury,2001,RainbowStudios,Driving;Racing;Rally / Offroad,PlayStation2,82,8.3,2-Jan
1927,B-17 Flying Fortress: The Mighty 8th,2000,WaywardSimulations,Simulation;Flight;WWII;WWII;Combat,PC,82,7.3,1 Player
1928,EverQuest: The Scars of Velious,2000,SonyOnlineEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,82,8.1,Massively Multiplayer
1929,Suikoden II,1999,Konami,Role-Playing;Console-style RPG,PlayStation,82,8.6,1 Player
1930,Final Fight One,2001,Sun-Tec,Action;Beat-'Em-Up,GameBoyAdvance,82,7.9,2-Jan
1931,Metro: Last Light,2013,4AGames,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,82,8.6,not specified
1932,Rising Storm,2013,AntimatterGames,Action;Shooter;Shooter;First-Person;Historic;Arcade,PC,82,8.5,not specified
1933,Lethal League,2014,Reptile,Action;Fighting;2D,PC,82,7.7,not specified
1934,Ninja Five-O,2003,Hudson,Action;Platformer;2D,GameBoyAdvance,82,8.2,1 Player
1935,Botanicula,2012,AmanitaDesign,Adventure;General;Third-Person;General;Point-and-Click;Fantasy,PC,82,8.3,not specified
1936,OutRun 2006: Coast 2 Coast,2006,SumoDigital,Driving;Racing;Arcade;Arcade;Automobile,PSP,82,8.1,6  Online
1937,"Nine Hours, Nine Persons, Nine Doors",2010,ChunSoft,Action Adventure;Adventure;General;Horror;3D;Visual Novel;First-Person;Modern;Modern,DS,82,8.8,not specified
1938,Darkest Dungeon: The Crimson Court,2017,RedHookStudios,Role-Playing;General,PC,82,6.3,not specified
1939,She Remembered Caterpillars,2017,YsbrydGames,Puzzle;Action,PC,82,5.9,No Online Multiplayer
1940,College Hoops 2K7,2006,2KSports,Sports;Traditional;Team;Basketball;Sim;Sim,Xbox360,82,8.2,8  Online
1941,Joe Danger 2: The Movie,2012,HelloGames,Action;Racing;General;General;Arcade;Other,Xbox360,82,7.2,not specified
1942,Catherine,2011,Atlus,Action Adventure;Horror;Horror;Survival,Xbox360,82,8,2-Jan
1943,PixelJunk Shooter Ultimate,2014,DoubleEleven,Action;Shooter;Scrolling;Shoot-'Em-Up;Vertical,PlayStation4,82,7.2,not specified
1944,Bookworm Adventures Deluxe,2006,PopCap,Miscellaneous;Puzzle;Puzzle;General;Puzzle;Logic;General,PC,82,7.8,not specified
1945,de Blob,2008,BlueTongueEntertainment,Action;Platformer;Platformer;3D;3D,Wii,82,8.5,4-Jan
1946,The Lord of the Rings: The Battle for Middle-Earth,2004,EALA,Strategy;Real-Time;Fantasy;General;Fantasy,PC,82,8.6,4  Online
1947,Bleach: Dark Souls,2008,Treasure,Action;Fighting;Fighting;2D;2D,DS,82,7.6,Up to 4 
1948,Burnout Paradise Remastered,2018,"CriterionGames,STELLARENTERTAINMENTSOFTWARELTD",Racing;Arcade;Automobile,PlayStation4,82,6.6,Up to 8 
1949,RIVE: Ultimate Edition,2017,TwoTribes,Action;Platformer;2D,Switch,82,8,not specified
1950,Bulletstorm: Full Clip Edition,2017,PeopleCanFly,Action;Shooter;First-Person;Arcade,XboxOne,82,7.1,not specified
1951,Saints Row 2,2008,VolitionInc.,Action Adventure;Modern;Modern;Open-World,PlayStation3,82,8,Up to 12 
1952,Star Wars: Battlefront,2004,PandemicStudios,Action;Shooter;Third-Person;Sci-Fi,PlayStation2,82,8.7,16  Online
1953,WildStar,2014,CarbineStudios,Sci-Fi;Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Sci-Fi,PC,82,7.5,Online Multiplayer
1954,Broken Age: Act 1,2014,DoubleFineProductions,General;Adventure;General;3D;Point-and-Click;Third-Person;Fantasy,PC,82,7.8,No Online Multiplayer
1955,Divinity II: The Dragon Knight Saga,2010,LarianStudios,Role-Playing;Miscellaneous;Action RPG;Compilation,PC,82,8.3,not specified
1956,Starship Defense,2010,Q-Games,Strategy;Real-Time;Sci-Fi;Sci-Fi;Defense,DS,82,7.3,1 Player
1957,Out of the Park Baseball 9,2008,OutOfTheParkDevelopments,Sports;Traditional;Baseball;Management,PC,82,7.4,32  Online
1958,Tekken 5: Dark Resurrection,2007,NamcoBandaiGames,Action;Fighting;Fighting;3D;3D,PlayStation3,82,7.8,2-Jan
1959,The Simpsons: Hit & Run,2003,RadicalEntertainment,Driving;Action Adventure;Mission-based;Mission-based;Open-World,PC,82,8.2,1 Player
1960,DDRMAX2 Dance Dance Revolution,2003,Konami,Miscellaneous;Rhythm;Dancing,PlayStation2,82,8.2,2-Jan
1961,America's Army,2002,U.S.Army,Action;Shooter;Shooter;First-Person;Tactical;Modern,PC,82,6,16-Jan
1962,Star Trek Bridge Commander,2002,TotallyGames,Simulation;Sci-Fi;Space;Large Spaceship;Civilian,PC,82,8.1,8-Jan
1963,Seaman,2000,Vivarium,Strategy;Breeding/Constructing,Dreamcast,82,8.4,not specified
1964,The Last Express,1997,SmokingCarProductions,Adventure;General;General,PC,82,8.8,1 Player
1965,Resistance: Retribution,2009,SonyBend,Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,PSP,81,8.1,8-Jan
1966,Hustle Kings,2010,VooFooStudios,Sports;Miscellaneous;Parlor;Individual;Billiards;Billiards,PlayStation3,81,8.1,64+  Online
1967,Hot Shots Golf: Out of Bounds,2008,ClapHanz,Sports;Traditional;Individual;Golf;Arcade;Arcade,PlayStation3,81,8.6,44  Online
1968,Siesta Fiesta,2014,MojoBones,Puzzle;Action;General,3DS,81,7.4,not specified
1969,Quake 4,2005,RavenSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,81,7.6,16  Online
1970,Closure,2012,EyebrowInteractive,Action;Platformer;Platformer;2D;2D,PlayStation3,81,7,not specified
1971,Kingdom Hearts HD 2.5 ReMIX,2014,SquareEnix,Role-Playing;Action RPG;Miscellaneous;Compilation,PlayStation3,81,8.7,No Online Multiplayer
1972,Mega Man 10,2010,IntiCreates,Action;Platformer;Platformer;2D;2D,Wii,81,8.2,1 Player
